Sample	n_segs	frac_altered	n_extrema
TCGA-NF-A4WX-01	328	0.712486361	213
TCGA-NF-A4X2-01	121	0.808372985	63
TCGA-NF-A5CP-01	153	0.517668008	79
TCGA-NG-A4VU-01	363	0.945411233	226
TCGA-NG-A4VW-01	55	0.33069362	13
TCGA-NH-A50T-01	114	0.565363029	62
TCGA-NH-A50U-01	148	0.921959863	78
TCGA-NH-A50V-01	166	0.20496194	96
TCGA-NH-A5IV-01	61	0.00075686	21
TCGA-NH-A6GA-01	116	0.900565737	57
TCGA-NH-A6GB-01	189	0.439943252	117
TCGA-NH-A6GC-01	122	0.642019179	68
TCGA-NH-A8F7-01	138	0.410136248	79
TCGA-NH-A8F8-01	116	0.706857812	57
TCGA-NI-A4U2-01	167	0.126869285	93
TCGA-NI-A8LF-01	426	0.606479431	306
TCGA-NJ-A4YF-01	665	0.687998088	484
TCGA-NJ-A4YG-01	79	0.241418771	36
TCGA-NJ-A4YI-01	80	0.820236304	34
TCGA-NJ-A4YP-01	68	0.148685368	26
TCGA-NJ-A4YQ-01	148	0.505940129	77
TCGA-NJ-A55A-01	45	0.075590131	6
TCGA-NJ-A55O-01	86	0.077047157	36
TCGA-NJ-A55R-01	62	0.183802516	21
TCGA-NJ-A7XG-01	116	0.547579733	55
TCGA-NK-A5CR-01	146	0.801886856	82
TCGA-NK-A5CT-01	116	0.917036701	53
TCGA-NK-A5CX-01	80	0.520278756	30
TCGA-NK-A7XE-01	187	0.927368489	108
TCGA-NQ-A57I-01	110	0.527855602	55
TCGA-NQ-A638-01	147	0.403633671	84
TCGA-O1-A52J-01	321	0.681631099	224
TCGA-O2-A52N-01	343	0.757410238	201
TCGA-O2-A52Q-01	151	0.514124218	85
TCGA-O2-A52S-01	281	0.909786105	183
TCGA-O2-A52V-01	145	0.488544428	80
TCGA-O2-A52W-01	84	0.753707174	30
TCGA-O2-A5IB-01	157	0.990149736	83
TCGA-O8-A75V-01	88	0.351968195	37
TCGA-O9-A75Z-01	43	0.082027127	10
TCGA-OD-A75X-06	197	0.859526034	126
TCGA-OE-A75W-01	119	0.745484847	57
TCGA-OK-A5Q2-01	130	0.099770393	73
TCGA-OL-A5D6-01	150	0.1847626	83
TCGA-OL-A5D7-01	349	0.609866902	213
TCGA-OL-A5D8-01	249	0.175471494	145
TCGA-OL-A5DA-01	132	0.292697971	69
TCGA-OL-A5RU-01	72	0.039855555	28
TCGA-OL-A5RV-01	83	0.075384843	37
TCGA-OL-A5RW-01	649	0.854287872	433
TCGA-OL-A5RX-01	83	0.128822496	34
TCGA-OL-A5RY-01	80	0.036530136	31
TCGA-OL-A5RZ-01	435	0.753495237	285
TCGA-OL-A5S0-01	238	0.820130498	143
TCGA-OL-A66H-01	73	0.058682206	30
TCGA-OL-A66I-01	328	0.568335429	205
TCGA-OL-A66J-01	77	0.128536892	34
TCGA-OL-A66K-01	63	0.539922157	28
TCGA-OL-A66L-01	120	0.111024546	67
TCGA-OL-A66N-01	75	0.518642852	38
TCGA-OL-A66O-01	141	0.168901031	82
TCGA-OL-A66P-01	231	0.239703941	142
TCGA-OL-A6VO-01	310	0.738622583	201
TCGA-OL-A6VQ-01	61	0.143173801	22
TCGA-OL-A6VR-01	107	0.123764365	56
TCGA-OL-A97C-01	122	0.208746996	58
TCGA-OR-A5J1-01	692	0.074893304	495
TCGA-OR-A5J2-01	131	0.887398132	72
TCGA-OR-A5J3-01	123	0.947711519	70
TCGA-OR-A5J4-01	611	0.987138825	416
TCGA-OR-A5J5-01	130	0.94774423	72
TCGA-OR-A5J6-01	79	0.592902154	39
TCGA-OR-A5J7-01	467	0.947014263	308
TCGA-OR-A5J8-01	324	0.611782429	202
TCGA-OR-A5J9-01	212	0.947049816	121
TCGA-OR-A5JA-01	252	0.819497392	144
TCGA-OR-A5JB-01	143	0.880943425	86
TCGA-OR-A5JC-01	247	0.925391796	183
TCGA-OR-A5JD-01	67	0.94772847	19
TCGA-OR-A5JE-01	149	0.641375226	83
TCGA-OR-A5JF-01	127	0.947782817	65
TCGA-OR-A5JG-01	85	0.688413567	36
TCGA-OR-A5JH-01	68	0.947680122	23
TCGA-OR-A5JI-01	71	0.482811677	26
TCGA-OR-A5JJ-01	121	0.947646641	55
TCGA-OR-A5JK-01	124	0.903340989	64
TCGA-OR-A5JL-01	77	0.947728027	29
TCGA-OR-A5JM-01	326	0.466061685	212
TCGA-OR-A5JO-01	61	2.46E-05	22
TCGA-OR-A5JP-01	164	0.538220535	82
TCGA-OR-A5JQ-01	70	0.949661616	28
TCGA-OR-A5JR-01	104	0.947528289	50
TCGA-OR-A5JS-01	226	0.838922313	134
TCGA-OR-A5JT-01	151	0.947107909	77
TCGA-OR-A5JU-01	53	0.026492482	16
TCGA-OR-A5JV-01	151	0.840950421	92
TCGA-OR-A5JW-01	98	0.947643928	49
TCGA-OR-A5JX-01	221	0.595655675	146
TCGA-OR-A5JY-01	758	0.733020676	551
TCGA-OR-A5JZ-01	156	0.947708416	92
TCGA-OR-A5K0-01	218	0.989918294	140
TCGA-OR-A5K1-01	48	0.947728149	11
TCGA-OR-A5K2-01	223	0.358181914	139
TCGA-OR-A5K3-01	71	0.947641711	30
TCGA-OR-A5K4-01	102	0.947726306	48
TCGA-OR-A5K5-01	578	0.546781795	465
TCGA-OR-A5K6-01	147	0.622465008	74
TCGA-OR-A5K8-01	134	0.94765463	81
TCGA-OR-A5K9-01	238	0.927388484	144
TCGA-OR-A5KB-01	254	0.633578405	145
TCGA-OR-A5KO-01	415	0.951684195	318
TCGA-OR-A5KP-01	129	0.523978142	59
TCGA-OR-A5KQ-01	43	0.040484199	9
TCGA-OR-A5KS-01	282	0.947757189	175
TCGA-OR-A5KT-01	229	0.083664286	160
TCGA-OR-A5KU-01	81	0.947727953	40
TCGA-OR-A5KV-01	76	0.005285719	38
TCGA-OR-A5KW-01	160	1	97
TCGA-OR-A5KX-01	459	0.288742394	302
TCGA-OR-A5KY-01	204	0.948309973	123
TCGA-OR-A5KZ-01	164	0.906188118	100
TCGA-OR-A5L1-01	81	0.947728626	30
TCGA-OR-A5L2-01	302	0.739450116	177
TCGA-OR-A5L3-01	60	0.036370758	23
TCGA-OR-A5L4-01	69	0.947773956	24
TCGA-OR-A5L5-01	56	0.948144558	12
TCGA-OR-A5L6-01	115	0.493165956	67
TCGA-OR-A5L8-01	47	0.947734015	8
TCGA-OR-A5L9-01	66	0.947970909	18
TCGA-OR-A5LA-01	61	0.947728684	19
TCGA-OR-A5LB-01	138	0.94686096	69
TCGA-OR-A5LC-01	139	0.719356025	78
TCGA-OR-A5LD-01	179	0.454826119	110
TCGA-OR-A5LE-01	152	0.916230821	81
TCGA-OR-A5LF-01	205	0.943818913	129
TCGA-OR-A5LG-01	147	0.948747081	82
TCGA-OR-A5LH-01	105	0.916551618	56
TCGA-OR-A5LI-01	576	0.936797183	395
TCGA-OR-A5LJ-01	82	0.947649033	35
TCGA-OR-A5LK-01	81	1	38
TCGA-OR-A5LL-01	303	0.81347931	190
TCGA-OR-A5LM-01	164	0.909171381	98
TCGA-OR-A5LN-01	83	0.651971532	37
TCGA-OR-A5LO-01	235	0.947674398	139
TCGA-OR-A5LP-01	53	0.947717841	14
TCGA-OR-A5LR-01	51	0.947728864	12
TCGA-OR-A5LS-01	105	0.925486738	49
TCGA-OR-A5LT-01	172	0.947593023	96
TCGA-OU-A5PI-01	183	0.947599562	92
TCGA-OX-A56R-01	148	0.914359311	70
TCGA-OY-A56P-01	291	0.751684188	190
TCGA-OY-A56Q-01	181	0.769083869	115
TCGA-P3-A5Q5-01	57	0.138613485	18
TCGA-P3-A5Q6-01	202	0.740161164	103
TCGA-P3-A5QA-01	119	0.456236556	54
TCGA-P3-A5QE-01	85	0.185869936	29
TCGA-P3-A5QF-01	101	0.158933047	43
TCGA-P3-A6SW-01	52	0.202795023	13
TCGA-P3-A6SX-01	180	0.50242486	96
TCGA-P3-A6T0-01	104	0.208394385	45
TCGA-P3-A6T2-01	119	0.205399117	58
TCGA-P3-A6T3-01	177	0.579846138	95
TCGA-P3-A6T4-01	205	0.679923477	117
TCGA-P3-A6T5-01	144	0.675657762	75
TCGA-P3-A6T6-01	199	0.294463	108
TCGA-P3-A6T7-01	109	0.273131656	47
TCGA-P3-A6T8-01	222	0.3564905	125
TCGA-P4-A5E6-01	124	0.083176407	68
TCGA-P4-A5E7-01	43	0.837926818	8
TCGA-P4-A5E8-01	108	0.461208056	48
TCGA-P4-A5EA-01	49	0.608903936	9
TCGA-P4-A5EB-01	122	0.931911276	75
TCGA-P4-A5ED-01	91	0.013590035	52
TCGA-P4-AAVK-01	65	0.162819722	18
TCGA-P4-AAVL-01	125	0.447132692	62
TCGA-P4-AAVM-01	73	0.097935642	24
TCGA-P4-AAVO-01	91	0.065602131	41
TCGA-P5-A5ET-01	75	0.060169347	28
TCGA-P5-A5EU-01	166	0.94753396	94
TCGA-P5-A5EV-01	94	0.136409549	35
TCGA-P5-A5EW-01	54	0.041586781	12
TCGA-P5-A5EX-01	63	0.167483774	18
TCGA-P5-A5EY-01	73	5.36E-05	24
TCGA-P5-A5EZ-01	184	0.349208184	105
TCGA-P5-A5F0-01	78	0.106566665	32
TCGA-P5-A5F1-01	76	0.086105908	32
TCGA-P5-A5F2-01	82	0.107983721	33
TCGA-P5-A5F4-01	120	0.211405962	52
TCGA-P5-A5F6-01	54	0.947727818	16
TCGA-P5-A72U-01	91	0.151979404	38
TCGA-P5-A72W-01	118	0.406027203	56
TCGA-P5-A72X-01	65	0.0156306	24
TCGA-P5-A72Z-01	45	0.760291192	10
TCGA-P5-A730-01	53	0.059993249	13
TCGA-P5-A731-01	64	0.048414212	21
TCGA-P5-A733-01	87	0.179517476	33
TCGA-P5-A735-01	75	0.030449287	34
TCGA-P5-A736-01	75	0.037016256	31
TCGA-P5-A737-01	41	0.483732936	6
TCGA-P5-A77W-01	45	0.898284607	10
TCGA-P5-A77X-01	57	0.102729751	16
TCGA-P5-A780-01	135	0.396539306	70
TCGA-P5-A781-01	69	0.064566827	26
TCGA-P6-A5OH-01	278	0.4975192	167
TCGA-P7-A5NY-01	42	0.075063259	7
TCGA-P8-A5KC-01	47	0.000376316	9
TCGA-P8-A5KD-01	69	0.217457752	25
TCGA-P8-A6RX-01	76	0.236297566	37
TCGA-P8-A6RY-01	45	0.057064155	9
TCGA-PA-A5YG-01	56	0.947726776	17
TCGA-PC-A5DK-01	75	0.08650769	31
TCGA-PC-A5DL-01	84	0.600436802	38
TCGA-PC-A5DN-01	417	0.107983325	335
TCGA-PC-A5DO-01	167	0.904272558	87
TCGA-PD-A5DF-01	390	0.241804371	254
TCGA-PE-A5DC-01	231	0.921755158	134
TCGA-PE-A5DD-01	114	0.791076067	52
TCGA-PE-A5DE-01	81	0.528390219	30
TCGA-PG-A5BC-01	303	1	188
TCGA-PG-A6IB-01	63	0.000569216	20
TCGA-PG-A7D5-01	397	0.717098914	259
TCGA-PG-A914-01	923	0.89712587	614
TCGA-PG-A915-01	382	0.858753854	217
TCGA-PG-A916-01	61	2.06E-05	19
TCGA-PG-A917-01	73	0.051615547	25
TCGA-PJ-A5Z8-01	37	0.196102514	5
TCGA-PJ-A5Z9-01	66	0.947677825	27
TCGA-PK-A5H9-01	55	0.010692963	11
TCGA-PK-A5HA-01	112	0.990150449	57
TCGA-PK-A5HB-01	128	0.948004919	63
TCGA-PK-A5HC-01	256	0.986212036	174
TCGA-PL-A8LV-01	188	0.858920194	98
TCGA-PL-A8LX-01	155	0.86402021	93
TCGA-PL-A8LY-01	115	5.57E-05	65
TCGA-PL-A8LZ-01	238	0.626541776	148
TCGA-PN-A8MA-01	165	0.491919783	97
TCGA-PQ-A6FI-01	263	0.767412889	153
TCGA-PQ-A6FN-01	121	0.387744534	61
TCGA-PR-A5PF-01	125	0.733953388	57
TCGA-PR-A5PG-01	50	0.135972423	13
TCGA-PR-A5PH-01	85	0.073883948	24
TCGA-PZ-A5RE-01	97	0.192683599	45
TCGA-Q1-A5R1-01	65	0.184419551	22
TCGA-Q1-A5R2-01	150	0.679331117	75
TCGA-Q1-A5R3-01	118	0.44206133	61
TCGA-Q1-A6DT-01	356	0.644155769	211
TCGA-Q1-A6DV-01	104	0.002617658	51
TCGA-Q1-A6DW-01	107	0.307288952	51
TCGA-Q1-A73O-01	110	0.036469522	48
TCGA-Q1-A73P-01	109	0.056837919	55
TCGA-Q1-A73Q-01	134	0.243901889	72
TCGA-Q1-A73R-01	106	0.127869738	45
TCGA-Q1-A73S-01	120	0.380088012	58
TCGA-Q2-A5QZ-01	206	0.821962618	119
TCGA-Q3-A5QY-01	41	1.95E-05	10
TCGA-Q3-AA2A-01	102	0.167970509	51
TCGA-Q9-A6FU-01	200	0.740542633	109
TCGA-Q9-A6FW-01	148	0.382557881	90
TCGA-QA-A7B7-01	231	0.907176757	122
TCGA-QB-A6FS-06	103	0.294281036	43
TCGA-QB-AA9O-06	318	0.717717708	202
TCGA-QC-A6FX-01	561	0.563736905	422
TCGA-QC-A7B5-01	60	0.641744948	17
TCGA-QC-AA9N-01	455	0.945290366	329
TCGA-QD-A8IV-01	70	0.009834138	31
TCGA-QF-A5YS-01	55	2.60E-05	13
TCGA-QF-A5YT-01	133	0.000156592	74
TCGA-QG-A5YV-01	183	0.536593187	113
TCGA-QG-A5YW-01	115	0.558197987	61
TCGA-QG-A5YX-01	148	0.269306059	91
TCGA-QG-A5Z1-01	132	0.273660844	63
TCGA-QG-A5Z2-01	67	0.000227909	29
TCGA-QH-A65R-01	68	0.124375927	22
TCGA-QH-A65S-01	96	0.238192456	50
TCGA-QH-A65V-01	67	0.051166184	27
TCGA-QH-A65X-01	61	0.097262138	19
TCGA-QH-A65Z-01	67	0.134055274	18
TCGA-QH-A6CS-01	73	0.2522249	31
TCGA-QH-A6CU-01	65	0.083379246	22
TCGA-QH-A6CV-01	138	0.702338414	70
TCGA-QH-A6CW-01	61	0.060316173	18
TCGA-QH-A6CX-01	90	0.13536878	45
TCGA-QH-A6CY-01	43	0.084864366	5
TCGA-QH-A6CZ-01	61	0.218480182	20
TCGA-QH-A6X3-01	54	0.037653033	18
TCGA-QH-A6X4-01	59	0.184031675	18
TCGA-QH-A6X5-01	57	0.056095962	17
TCGA-QH-A6X8-01	49	0.2129697	10
TCGA-QH-A6X9-01	107	0.091619267	55
TCGA-QH-A6XA-01	85	0.094375264	39
TCGA-QH-A6XC-01	88	0.144971927	35
TCGA-QH-A86X-01	89	0.063512582	40
TCGA-QH-A870-01	65	0.087576598	21
TCGA-QK-A64Z-01	96	0.232763627	41
TCGA-QK-A652-01	45	0.217374272	12
TCGA-QK-A6IF-01	92	0.154999182	35
TCGA-QK-A6IG-01	158	0.518768149	93
TCGA-QK-A6IH-01	217	0.800333816	131
TCGA-QK-A6II-01	104	0.094510753	48
TCGA-QK-A6IJ-01	152	0.321152691	79
TCGA-QK-A6V9-01	63	0.265945292	16
TCGA-QK-A6VB-01	113	0.688133196	48
TCGA-QK-A6VC-01	128	0.389616229	67
TCGA-QK-A8Z7-01	278	0.716428688	155
TCGA-QK-A8Z8-01	232	0.466655801	150
TCGA-QK-A8Z9-01	529	0.63613248	387
TCGA-QK-A8ZA-01	451	0.821329482	302
TCGA-QK-A8ZB-01	263	0.332832094	175
TCGA-QK-AA3J-01	238	0.579109933	148
TCGA-QK-AA3K-01	268	0.531400897	187
TCGA-QL-A97D-01	227	0.706691609	151
TCGA-QM-A5NM-01	221	0.87854595	132
TCGA-QN-A5NN-01	131	0.775239655	68
TCGA-QQ-A5V2-01	53	6.40E-05	18
TCGA-QQ-A5V9-01	198	0.499338958	113
TCGA-QQ-A5VA-01	395	0.33951765	267
TCGA-QQ-A5VB-01	245	0.594041762	136
TCGA-QQ-A5VC-01	353	0.864935374	224
TCGA-QQ-A5VD-01	68	0.148684533	22
TCGA-QQ-A8VB-01	151	0.951117353	93
TCGA-QQ-A8VD-01	67	0.000163206	24
TCGA-QQ-A8VF-01	219	0.919426942	134
TCGA-QQ-A8VG-01	55	0.019377056	17
TCGA-QQ-A8VH-01	382	0.772587798	250
TCGA-QR-A6GO-01	45	0.218086678	7
TCGA-QR-A6GR-01	104	0.064880958	47
TCGA-QR-A6GS-01	83	0.08085612	32
TCGA-QR-A6GT-01	46	0.238667645	12
TCGA-QR-A6GU-01	52	0.120556465	16
TCGA-QR-A6GX-01	92	0.535624201	40
TCGA-QR-A6GY-01	70	0.111311316	24
TCGA-QR-A6GZ-01	46	0.54397214	12
TCGA-QR-A6H0-01	40	0.067948453	8
TCGA-QR-A6H1-01	62	0.128591616	20
TCGA-QR-A6H2-01	63	0.184439847	23
TCGA-QR-A6H3-01	55	0.084260763	15
TCGA-QR-A6H5-01	49	0.113368444	15
TCGA-QR-A6H6-01	55	0.261155905	14
TCGA-QR-A700-01	1851	0.72420501	1713
TCGA-QR-A702-01	161	0.735154592	84
TCGA-QR-A706-01	1820	0.045964385	1693
TCGA-QR-A70C-01	82	0.020436054	27
TCGA-QR-A70D-01	54	0.14297193	17
TCGA-QR-A70E-01	65	0.167905175	24
TCGA-QR-A70G-01	85	0.011455484	32
TCGA-QR-A70H-01	99	0.64207289	42
TCGA-QR-A70I-01	91	0.023773068	39
TCGA-QR-A70J-01	51	0.154226248	11
TCGA-QR-A70K-01	105	0.966503589	50
TCGA-QR-A70N-01	90	0.638986884	41
TCGA-QR-A70P-01	53	0.144013247	15
TCGA-QR-A70R-01	1649	0.615950096	1572
TCGA-QR-A70W-01	54	0.935573673	13
TCGA-QR-A70X-01	326	0.091826442	264
TCGA-QR-A7IN-01	90	0.700225836	36
TCGA-QR-A7IP-01	50	0.947617325	12
TCGA-QS-A5YQ-01	43	0.000322748	9
TCGA-QS-A5YR-01	65	5.69E-05	26
TCGA-QS-A744-01	65	0.859460589	20
TCGA-QS-A8F1-01	364	0.66413479	223
TCGA-QT-A5XJ-01	211	0.920831471	130
TCGA-QT-A5XK-01	111	0.921466719	45
TCGA-QT-A5XL-01	113	0.118257429	51
TCGA-QT-A5XM-01	83	0.189171324	24
TCGA-QT-A5XN-01	148	0.946097687	74
TCGA-QT-A5XO-01	212	0.615733962	124
TCGA-QT-A5XP-01	97	0.201347417	39
TCGA-QT-A69Q-01	48	0.947729629	10
TCGA-QT-A7U0-01	39	0.078349484	4
TCGA-QU-A6IL-01	436	0.123196451	371
TCGA-QU-A6IM-01	212	0.085210435	155
TCGA-QU-A6IN-01	87	0.035459442	39
TCGA-QU-A6IO-01	139	0.107707589	90
TCGA-QU-A6IP-01	51	0.002096297	14
TCGA-R2-A69V-01	85	0.346726544	32
TCGA-R3-A69X-01	69	0.617729137	20
TCGA-R5-A7O7-01	302	0.598108844	176
TCGA-R5-A7ZE-01	432	0.78284458	265
TCGA-R5-A7ZF-01	87	0.423922175	38
TCGA-R5-A7ZI-01	97	0.328104691	43
TCGA-R5-A7ZR-01	258	0.829391862	171
TCGA-R5-A804-01	88	0.029347353	38
TCGA-R5-A805-01	306	0.34700473	204
TCGA-R6-A6DN-01	419	0.658477771	269
TCGA-R6-A6DQ-01	151	0.592460098	81
TCGA-R6-A6KZ-01	229	0.785543591	133
TCGA-R6-A6L4-01	194	0.995374945	113
TCGA-R6-A6L6-01	142	0.33567428	79
TCGA-R6-A6XG-01	282	0.762120962	163
TCGA-R6-A6XQ-01	1157	0.718055436	1014
TCGA-R6-A6Y0-01	793	0.480788519	528
TCGA-R6-A6Y2-01	128	0.345747584	63
TCGA-R6-A8W5-01	641	0.457873557	419
TCGA-R6-A8W8-01	349	0.996342361	214
TCGA-R6-A8WC-01	197	0.947775211	108
TCGA-R6-A8WG-01	166	0.885874473	91
TCGA-R8-A6MK-01	51	0.083474567	6
TCGA-R8-A6ML-01	75	0.098919013	33
TCGA-R8-A6MO-01	76	0.060003798	26
TCGA-R8-A6YH-01	100	0.11373357	51
TCGA-RA-A741-01	124	0.197196661	51
TCGA-RB-A7B8-01	103	0.155578945	38
TCGA-RB-AA9M-01	65	6.95E-05	21
TCGA-RC-A6M3-01	251	0.63121644	164
TCGA-RC-A6M4-01	156	0.945852531	81
TCGA-RC-A6M5-01	65	0.097886502	19
TCGA-RC-A6M6-01	346	0.329539709	216
TCGA-RC-A7S9-01	116	0.164602659	63
TCGA-RC-A7SB-01	142	0.941311587	73
TCGA-RC-A7SF-01	105	0.262884638	51
TCGA-RC-A7SH-01	132	0.761882041	68
TCGA-RC-A7SK-01	179	0.944359023	97
TCGA-RD-A7BS-01	60	0.080455309	19
TCGA-RD-A7BT-01	438	0.546565976	305
TCGA-RD-A7BW-01	84	0.011648351	35
TCGA-RD-A7C1-01	226	0.617572402	119
TCGA-RD-A8MV-01	127	0.348957793	58
TCGA-RD-A8MW-01	250	0.512421744	149
TCGA-RD-A8N0-01	55	0.000133095	17
TCGA-RD-A8N1-01	133	0.406062109	68
TCGA-RD-A8N2-01	41	3.70E-05	11
TCGA-RD-A8N4-01	46	0.006247522	11
TCGA-RD-A8N5-01	119	0.175751253	56
TCGA-RD-A8N6-01	276	0.632696896	170
TCGA-RD-A8N9-01	168	0.545256535	91
TCGA-RD-A8NB-01	53	0.049909278	10
TCGA-RE-A7BO-01	173	0.470083713	90
TCGA-RG-A7D4-01	100	0.697743016	51
TCGA-RL-AAAS-01	55	0.000127509	12
TCGA-RM-A68T-01	71	0.130376606	29
TCGA-RM-A68W-01	70	0.140369459	28
TCGA-RN-A68Q-01	37	9.02E-06	5
TCGA-RN-AAAQ-01	290	0.761444843	191
TCGA-RP-A690-06	55	0.064224614	16
TCGA-RP-A693-06	75	0.296387979	24
TCGA-RP-A694-06	103	0.21743056	52
TCGA-RP-A695-06	105	0.872324972	53
TCGA-RP-A6K9-06	85	0.929062045	36
TCGA-RQ-A68N-01	148	0.482261399	81
TCGA-RQ-A6JB-01	104	0.020444138	54
TCGA-RQ-AAAT-01	142	0.700064481	67
TCGA-RR-A6KA-01	179	0.142163875	113
TCGA-RR-A6KB-01	142	0.17762154	79
TCGA-RR-A6KC-01	81	0.154589781	34
TCGA-RS-A6TO-01	159	0.625561383	91
TCGA-RS-A6TP-01	122	0.101036662	56
TCGA-RT-A6Y9-01	47	0.078290046	8
TCGA-RT-A6YA-01	38	0.815520047	2
TCGA-RT-A6YC-01	89	0.13060886	35
TCGA-RU-A8FL-01	223	0.892459703	145
TCGA-RW-A67V-01	75	0.074957658	18
TCGA-RW-A67W-01	84	0.107988448	34
TCGA-RW-A67X-01	62	0.211930342	20
TCGA-RW-A67Y-01	96	0.947126025	39
TCGA-RW-A680-01	44	0.142928704	10
TCGA-RW-A681-01	114	0.701675086	51
TCGA-RW-A684-01	80	0.133091768	24
TCGA-RW-A685-01	54	0.122609738	11
TCGA-RW-A686-01	95	0.0437462	31
TCGA-RW-A688-01	110	0.20014509	48
TCGA-RW-A689-01	50	0.27809115	13
TCGA-RW-A68A-01	62	0.903883255	18
TCGA-RW-A68B-01	49	0.121957674	12
TCGA-RW-A68C-01	61	0.463035952	22
TCGA-RW-A68D-01	140	0.115331767	70
TCGA-RW-A68F-01	63	0.116823313	19
TCGA-RW-A68G-01	65	0.086455385	19
TCGA-RW-A7CZ-01	55	0.113343649	16
TCGA-RW-A7D0-01	73	0.101734612	31
TCGA-RW-A8AZ-01	168	0.137698473	95
TCGA-RX-A8JQ-01	53	0.108251114	17
TCGA-RY-A83X-01	66	0.194891615	21
TCGA-RY-A83Y-01	61	0.059311676	17
TCGA-RY-A83Z-01	126	0.912610581	71
TCGA-RY-A840-01	55	0.15237245	10
TCGA-RY-A843-01	49	2.90E-05	15
TCGA-RY-A845-01	62	0.05556611	22
TCGA-RY-A847-01	59	0.082142315	16
TCGA-RZ-AB0B-01	70	0.22295237	28
TCGA-S2-AA1A-01	112	0.484895312	60
TCGA-S3-A6ZF-01	188	0.618539273	107
TCGA-S3-A6ZG-01	90	0.861927523	42
TCGA-S3-A6ZH-01	153	0.842167858	92
TCGA-S3-AA0Z-01	271	0.616846878	194
TCGA-S3-AA10-01	247	0.774392102	161
TCGA-S3-AA11-01	97	0.056029712	43
TCGA-S3-AA12-01	136	0.145809799	70
TCGA-S3-AA14-01	211	0.737140326	140
TCGA-S3-AA15-01	79	0.001361128	33
TCGA-S3-AA17-01	118	0.366768115	58
TCGA-S4-A8RM-01	61	0.270489976	17
TCGA-S4-A8RO-01	202	0.333773054	116
TCGA-S4-A8RP-01	98	0.266949321	47
TCGA-S5-A6DX-01	322	0.610595059	227
TCGA-S5-AA26-01	147	0.843935371	87
TCGA-S6-A8JW-01	116	0.531803352	58
TCGA-S6-A8JX-01	82	0.551237971	32
TCGA-S6-A8JY-01	128	0.554761778	68
TCGA-S7-A7WL-01	82	0.269541764	31
TCGA-S7-A7WM-01	82	0.128491517	28
TCGA-S7-A7WN-01	53	0.147813762	16
TCGA-S7-A7WO-01	57	2.57E-05	15
TCGA-S7-A7WP-01	47	0.133540972	9
TCGA-S7-A7WQ-01	61	0.881222401	15
TCGA-S7-A7WR-01	84	0.94719402	34
TCGA-S7-A7WT-01	111	0.090456145	47
TCGA-S7-A7WU-01	29	0.046049412	3
TCGA-S7-A7WV-01	55	1.32E-05	15
TCGA-S7-A7WW-01	52	0.205039653	16
TCGA-S7-A7WX-01	81	0.159880359	32
TCGA-S7-A7X0-01	48	0.1638739	6
TCGA-S7-A7X1-01	51	0.479683591	14
TCGA-S7-A7X2-01	69	0.210029843	20
TCGA-S8-A6BV-01	200	0.646910714	109
TCGA-S8-A6BW-01	180	0.759076329	96
TCGA-S9-A6TS-01	83	0.227362203	34
TCGA-S9-A6TU-01	69	0.021349265	25
TCGA-S9-A6TV-01	92	0.246414488	36
TCGA-S9-A6TW-01	54	0.228156342	16
TCGA-S9-A6TX-01	75	0.097256441	25
TCGA-S9-A6TY-01	63	0.215341162	15
TCGA-S9-A6TZ-01	61	0.064665471	18
TCGA-S9-A6U0-01	103	0.112147012	48
TCGA-S9-A6U1-01	75	0.027562364	25
TCGA-S9-A6U2-01	57	0.097226582	15
TCGA-S9-A6U5-01	46	0.051559712	9
TCGA-S9-A6U6-01	70	0.037587794	23
TCGA-S9-A6U8-01	55	2.44E-05	19
TCGA-S9-A6U9-01	130	0.052151919	73
TCGA-S9-A6UA-01	57	0.152229929	9
TCGA-S9-A6UB-01	77	0.134957565	34
TCGA-S9-A6WD-01	69	0.190967351	22
TCGA-S9-A6WE-01	83	0.071173082	29
TCGA-S9-A6WG-01	75	0.030982672	28
TCGA-S9-A6WH-01	87	0.273019293	36
TCGA-S9-A6WI-01	37	0.005283908	2
TCGA-S9-A6WL-01	46	0.181996183	9
TCGA-S9-A6WM-01	137	0.672846008	70
TCGA-S9-A6WN-01	52	0.084396761	12
TCGA-S9-A6WO-01	65	0.088739192	23
TCGA-S9-A6WP-01	74	0.132389638	29
TCGA-S9-A6WQ-01	81	0.05463854	36
TCGA-S9-A7IQ-01	63	0.115555549	19
TCGA-S9-A7IS-01	135	0.239618737	72
TCGA-S9-A7IX-01	95	0.271510488	34
TCGA-S9-A7IY-01	65	0.059293648	22
TCGA-S9-A7IZ-01	146	0.240387688	86
TCGA-S9-A7J0-01	145	0.524984753	88
TCGA-S9-A7J1-01	61	0.068010872	20
TCGA-S9-A7J2-01	47	0.071616143	9
TCGA-S9-A7J3-01	81	0.11070892	32
TCGA-S9-A7QW-01	85	0.230686156	34
TCGA-S9-A7QX-01	111	0.167575609	65
TCGA-S9-A7QY-01	104	0.191987002	44
TCGA-S9-A7QZ-01	43	0.110218514	7
TCGA-S9-A7R1-01	47	0.161525609	8
TCGA-S9-A7R2-01	95	0.14615102	46
TCGA-S9-A7R3-01	179	0.062437335	122
TCGA-S9-A7R4-01	70	0.002434649	30
TCGA-S9-A7R7-01	87	0.101551168	42
